frameId,x_above,y_above,xa_above,ya_above,xb_above,yb_above,xc_above,yc_above,xd_above,yd_above,x_side,y_side,xa_side,ya_side,xb_side,yb_side,xc_side,yc_side,xd_side,yd_side,height,swimmerId,underwater,video,interpolateData
1525,0,0,0,0,0,0,0,0,0,0,1199,629,1017,540,1424,540,1424,717,1017,717,407,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1526,0,0,0,0,0,0,0,0,0,0,1193,633,1027,528,1423,528,1423,716,1027,716,396,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1527,0,0,0,0,0,0,0,0,0,0,1173,646,1027,523,1407,523,1407,738,1027,738,380,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1528,0,0,0,0,0,0,0,0,0,0,1228,603,1093,516,1377,516,1377,677,1093,677,284,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1529,0,0,0,0,0,0,0,0,0,0,1221,602,1098,508,1342,508,1342,680,1098,680,244,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1530,0,0,0,0,0,0,0,0,0,0,1209,603,1098,508,1303,508,1303,680,1098,680,205,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1531,0,0,0,0,0,0,0,0,0,0,1198,607,1100,507,1287,507,1287,681,1100,681,187,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1532,0,0,0,0,0,0,0,0,0,0,1196,605,1100,504,1291,504,1291,683,1100,683,191,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1533,0,0,0,0,0,0,0,0,0,0,1187,606,1102,500,1287,500,1287,684,1102,684,185,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1534,0,0,0,0,0,0,0,0,0,0,1171,614,1084,498,1287,498,1287,687,1084,687,203,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1535,0,0,0,0,0,0,0,0,0,0,1148,612,1028,500,1287,500,1287,715,1028,715,259,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1536,0,0,0,0,0,0,0,0,0,0,1154,611,1007,513,1287,513,1287,685,1007,685,280,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1537,0,0,0,0,0,0,0,0,0,0,1159,621,989,531,1286,531,1286,686,989,686,297,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1538,0,0,0,0,0,0,0,0,0,0,1123,621,968,550,1234,550,1234,688,968,688,266,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1539,0,0,0,0,0,0,0,0,0,0,1153,621,960,550,1282,550,1282,687,960,687,322,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1540,0,0,0,0,0,0,0,0,0,0,1135,637,960,551,1279,551,1279,714,960,714,319,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1541,0,0,0,0,0,0,0,0,0,0,1113,636,960,554,1218,554,1218,716,960,716,258,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1542,0,0,0,0,0,0,0,0,0,0,1086,598,946,558,1273,558,1273,641,946,641,327,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1543,0,0,0,0,0,0,0,0,0,0,1099,607,942,566,1270,566,1270,647,942,647,328,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1544,0,0,0,0,0,0,0,0,0,0,1094,609,928,564,1267,564,1267,658,928,658,339,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1545,0,0,0,0,0,0,0,0,0,0,1104,620,938,560,1263,560,1263,675,938,675,325,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1546,0,0,0,0,0,0,0,0,0,0,1118,622,1002,556,1263,556,1263,697,1002,697,261,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1547,0,0,0,0,0,0,0,0,0,0,1148,631,1068,552,1266,552,1266,699,1068,699,198,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1548,0,0,0,0,0,0,0,0,0,0,1157,632,1066,550,1298,550,1298,700,1066,700,232,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1549,0,0,0,0,0,0,0,0,0,0,1167,645,1064,548,1335,548,1335,701,1064,701,271,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1550,0,0,0,0,0,0,0,0,0,0,1164,635,1062,550,1359,550,1359,718,1062,718,297,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1551,0,0,0,0,0,0,0,0,0,0,1177,635,1055,552,1373,552,1373,713,1055,713,318,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1552,0,0,0,0,0,0,0,0,0,0,1190,638,1050,560,1392,560,1392,720,1050,720,342,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1553,0,0,0,0,0,0,0,0,0,0,1223,646,1062,576,1431,576,1431,720,1062,720,369,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1554,0,0,0,0,0,0,0,0,0,0,1240,639,1042,576,1429,576,1429,700,1042,700,387,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1555,0,0,0,0,0,0,0,0,0,0,1215,629,1036,543,1415,543,1415,700,1036,700,379,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1556,0,0,0,0,0,0,0,0,0,0,1224,613,1032,515,1391,515,1391,686,1032,686,359,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1557,0,0,0,0,0,0,0,0,0,0,1212,616,1026,490,1375,490,1375,688,1026,688,349,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1558,0,0,0,0,0,0,0,0,0,0,1214,614,1026,466,1356,466,1356,693,1026,693,330,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1559,0,0,0,0,0,0,0,0,0,0,1211,627,1054,496,1347,496,1347,693,1054,693,293,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1560,0,0,0,0,0,0,0,0,0,0,1226,616,1074,450,1335,450,1335,695,1074,695,261,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1561,0,0,0,0,0,0,0,0,0,0,1240,594,1076,409,1343,409,1343,694,1076,694,267,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1562,0,0,0,0,0,0,0,0,0,0,1226,615,1071,458,1348,458,1348,693,1071,693,277,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1563,0,0,0,0,0,0,0,0,0,0,1228,619,1081,440,1356,440,1356,694,1081,694,275,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1564,0,0,0,0,0,0,0,0,0,0,1224,609,1073,423,1359,423,1359,689,1073,689,286,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1565,0,0,0,0,0,0,0,0,0,0,1221,603,1057,427,1373,427,1373,689,1057,689,316,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1566,0,0,0,0,0,0,0,0,0,0,1212,619,1038,470,1370,470,1370,692,1038,692,332,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1567,0,0,0,0,0,0,0,0,0,0,1208,608,1035,478,1374,478,1374,694,1035,694,339,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1568,0,0,0,0,0,0,0,0,0,0,1201,640,1032,574,1362,574,1362,689,1032,689,330,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1569,0,0,0,0,0,0,0,0,0,0,1206,604,1035,480,1362,480,1362,693,1035,693,327,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1570,0,0,0,0,0,0,0,0,0,0,1199,639,1030,590,1391,590,1391,686,1030,686,361,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1571,0,0,0,0,0,0,0,0,0,0,1202,648,1028,600,1386,600,1386,697,1028,697,358,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1572,0,0,0,0,0,0,0,0,0,0,1229,649,1042,599,1387,599,1387,698,1042,698,345,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1573,0,0,0,0,0,0,0,0,0,0,1219,628,1061,497,1371,497,1371,694,1061,694,310,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1574,0,0,0,0,0,0,0,0,0,0,1165,653,1061,592,1256,592,1256,696,1061,696,195,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1575,0,0,0,0,0,0,0,0,0,0,1177,651,1085,592,1257,592,1257,696,1085,696,172,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1576,0,0,0,0,0,0,0,0,0,0,1222,640,1087,565,1331,565,1331,697,1087,697,244,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1577,0,0,0,0,0,0,0,0,0,0,1237,638,1100,570,1386,570,1386,692,1100,692,286,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1578,0,0,0,0,0,0,0,0,0,0,1211,642,1061,571,1330,571,1330,692,1061,692,269,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1579,0,0,0,0,0,0,0,0,0,0,1217,645,1080,579,1352,579,1352,695,1080,695,272,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1580,0,0,0,0,0,0,0,0,0,0,1221,643,1127,580,1340,580,1340,693,1127,693,213,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1581,0,0,0,0,0,0,0,0,0,0,1216,642,1108,583,1328,583,1328,697,1108,697,220,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1582,0,0,0,0,0,0,0,0,0,0,1215,635,1126,584,1333,584,1333,680,1126,680,207,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1583,0,0,0,0,0,0,0,0,0,0,1220,629,1122,574,1337,574,1337,678,1122,678,215,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1584,0,0,0,0,0,0,0,0,0,0,1185,615,1102,560,1278,560,1278,675,1102,675,176,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1585,0,0,0,0,0,0,0,0,0,0,1187,607,1106,545,1271,545,1271,675,1106,675,165,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1586,0,0,0,0,0,0,0,0,0,0,1189,599,1106,540,1271,540,1271,668,1106,668,165,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1587,0,0,0,0,0,0,0,0,0,0,1189,592,1109,527,1273,527,1273,671,1109,671,164,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1588,0,0,0,0,0,0,0,0,0,0,1208,596,1114,519,1294,519,1294,671,1114,671,180,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1589,0,0,0,0,0,0,0,0,0,0,1190,578,1106,508,1279,508,1279,669,1106,669,173,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1590,0,0,0,0,0,0,0,0,0,0,1196,578,1114,500,1283,500,1283,665,1114,665,169,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1591,0,0,0,0,0,0,0,0,0,0,1213,581,1135,497,1287,497,1287,666,1135,666,152,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1592,0,0,0,0,0,0,0,0,0,0,1216,583,1138,493,1308,493,1308,673,1138,673,170,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1593,0,0,0,0,0,0,0,0,0,0,1224,576,1139,486,1315,486,1315,671,1139,671,176,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1594,0,0,0,0,0,0,0,0,0,0,1208,569,1118,482,1316,482,1316,663,1118,663,198,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1595,0,0,0,0,0,0,0,0,0,0,1217,563,1118,481,1320,481,1320,670,1118,670,202,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1596,0,0,0,0,0,0,0,0,0,0,1214,574,1116,481,1329,481,1329,665,1116,665,213,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1597,0,0,0,0,0,0,0,0,0,0,1216,571,1112,482,1337,482,1337,663,1112,663,225,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1598,0,0,0,0,0,0,0,0,0,0,1236,588,1148,482,1347,482,1347,661,1148,661,199,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1599,0,0,0,0,0,0,0,0,0,0,1217,559,1050,464,1353,464,1353,659,1050,659,303,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1600,0,0,0,0,0,0,0,0,0,0,1154,549,984,427,1362,427,1362,661,984,661,378,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1601,0,0,0,0,0,0,0,0,0,0,1216,521,978,386,1377,386,1377,658,978,658,399,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1602,0,0,0,0,0,0,0,0,0,0,1203,508,966,346,1386,346,1386,657,966,657,420,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1603,0,0,0,0,0,0,0,0,0,0,1292,527,1148,327,1391,327,1391,654,1148,654,243,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1604,0,0,0,0,0,0,0,0,0,0,1114,484,972,317,1248,317,1248,638,972,638,276,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1605,0,0,0,0,0,0,0,0,0,0,1126,502,976,304,1259,304,1259,653,976,653,283,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1606,0,0,0,0,0,0,0,0,0,0,1179,466,986,285,1326,285,1326,648,986,648,340,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1607,0,0,0,0,0,0,0,0,0,0,1306,543,1243,466,1375,466,1375,627,1243,627,132,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1608,0,0,0,0,0,0,0,0,0,0,1311,547,1240,466,1383,466,1383,628,1240,628,143,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1609,0,0,0,0,0,0,0,0,0,0,1280,508,1171,306,1380,306,1380,629,1171,629,209,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1610,0,0,0,0,0,0,0,0,0,0,1140,514,1008,320,1281,320,1281,645,1008,645,273,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1611,0,0,0,0,0,0,0,0,0,0,1251,485,1170,334,1343,334,1343,608,1170,608,173,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1612,0,0,0,0,0,0,0,0,0,0,1269,533,1171,368,1376,368,1376,621,1171,621,205,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1613,0,0,0,0,0,0,0,0,0,0,1246,512,1172,400,1327,400,1327,623,1172,623,155,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1614,0,0,0,0,0,0,0,0,0,0,1274,557,1173,426,1380,426,1380,644,1173,644,207,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1615,0,0,0,0,0,0,0,0,0,0,1274,565,1175,448,1383,448,1383,635,1175,635,208,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1616,0,0,0,0,0,0,0,0,0,0,1314,570,1251,523,1379,523,1379,622,1251,622,128,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1617,0,0,0,0,0,0,0,0,0,0,1103,531,1028,400,1202,400,1202,657,1028,657,174,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1618,0,0,0,0,0,0,0,0,0,0,1106,541,1030,412,1201,412,1201,653,1030,653,171,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1619,0,0,0,0,0,0,0,0,0,0,1140,568,1035,424,1257,424,1257,656,1035,656,222,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1620,0,0,0,0,0,0,0,0,0,0,1468,244,1352,230,1559,230,1559,268,1352,268,207,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1621,0,0,0,0,0,0,0,0,0,0,1145,581,1043,454,1252,454,1252,670,1043,670,209,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1622,0,0,0,0,0,0,0,0,0,0,1472,259,1352,239,1581,239,1581,280,1352,280,229,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1623,0,0,0,0,0,0,0,0,0,0,1467,259,1350,238,1580,238,1580,279,1350,279,230,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1624,0,0,0,0,0,0,0,0,0,0,1465,259,1348,238,1579,238,1579,279,1348,279,231,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1625,0,0,0,0,0,0,0,0,0,0,1468,260,1360,237,1575,237,1575,281,1360,281,215,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1626,0,0,0,0,0,0,0,0,0,0,1110,596,972,512,1221,512,1221,684,972,684,249,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1627,0,0,0,0,0,0,0,0,0,0,1110,599,1008,518,1216,518,1216,686,1008,686,208,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1628,0,0,0,0,0,0,0,0,0,0,1135,601,994,524,1301,524,1301,687,994,687,307,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1629,0,0,0,0,0,0,0,0,0,0,1135,597,1024,516,1249,516,1249,685,1024,685,225,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1630,0,0,0,0,0,0,0,0,0,0,1141,604,1024,512,1251,512,1251,689,1024,689,227,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1631,0,0,0,0,0,0,0,0,0,0,1133,600,1020,508,1256,508,1256,685,1020,685,236,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1632,0,0,0,0,0,0,0,0,0,0,1132,597,1018,505,1267,505,1267,693,1018,693,249,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1633,0,0,0,0,0,0,0,0,0,0,1128,601,1016,506,1278,506,1278,692,1016,692,262,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1634,0,0,0,0,0,0,0,0,0,0,1134,612,1012,516,1287,516,1287,695,1012,695,275,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1635,0,0,0,0,0,0,0,0,0,0,1146,611,1007,508,1300,508,1300,696,1007,696,293,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1636,0,0,0,0,0,0,0,0,0,0,1125,625,1001,537,1285,537,1285,696,1001,696,284,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1637,0,0,0,0,0,0,0,0,0,0,1128,619,999,532,1283,532,1283,696,999,696,284,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1638,0,0,0,0,0,0,0,0,0,0,1121,630,992,546,1285,546,1285,694,992,694,293,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1639,0,0,0,0,0,0,0,0,0,0,1112,637,988,552,1274,552,1274,695,988,695,286,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1640,0,0,0,0,0,0,0,0,0,0,1109,642,986,564,1281,564,1281,699,986,699,295,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1641,0,0,0,0,0,0,0,0,0,0,1115,636,972,570,1287,570,1287,703,972,703,315,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1642,0,0,0,0,0,0,0,0,0,0,1105,644,966,571,1296,571,1296,706,966,706,330,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1643,0,0,0,0,0,0,0,0,0,0,1111,649,970,590,1297,590,1297,700,970,700,327,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1644,0,0,0,0,0,0,0,0,0,0,1115,655,964,580,1301,580,1301,711,964,711,337,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1645,0,0,0,0,0,0,0,0,0,0,1119,658,961,584,1304,584,1304,712,961,712,343,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1646,0,0,0,0,0,0,0,0,0,0,1113,652,945,589,1284,589,1284,711,945,711,339,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1647,0,0,0,0,0,0,0,0,0,0,1111,653,938,589,1281,589,1281,711,938,711,343,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1648,0,0,0,0,0,0,0,0,0,0,1119,662,934,590,1279,590,1279,712,934,712,345,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1649,0,0,0,0,0,0,0,0,0,0,1144,657,1025,588,1263,588,1263,711,1025,711,238,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1650,0,0,0,0,0,0,0,0,0,0,1126,648,992,584,1279,584,1279,697,992,697,287,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1651,0,0,0,0,0,0,0,0,0,0,1140,649,1024,586,1283,586,1283,697,1024,697,259,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1652,0,0,0,0,0,0,0,0,0,0,1140,646,1014,590,1287,590,1287,699,1014,699,273,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1653,0,0,0,0,0,0,0,0,0,0,1146,652,1004,588,1290,588,1290,705,1004,705,286,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1654,0,0,0,0,0,0,0,0,0,0,1120,649,986,588,1287,588,1287,701,986,701,301,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1655,0,0,0,0,0,0,0,0,0,0,1119,651,994,587,1297,587,1297,698,994,698,303,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1656,0,0,0,0,0,0,0,0,0,0,1136,658,976,592,1301,592,1301,700,976,700,325,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1657,0,0,0,0,0,0,0,0,0,0,1044,649,966,585,1108,585,1108,701,966,701,142,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1658,0,0,0,0,0,0,0,0,0,0,1498,172,1428,135,1567,135,1567,205,1428,205,139,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1659,0,0,0,0,0,0,0,0,0,0,1477,170,1388,132,1566,132,1566,203,1388,203,178,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1660,0,0,0,0,0,0,0,0,0,0,1478,167,1382,130,1564,130,1564,203,1382,203,182,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1661,0,0,0,0,0,0,0,0,0,0,1188,653,1063,591,1339,591,1339,697,1063,697,276,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1662,0,0,0,0,0,0,0,0,0,0,1190,656,1063,592,1346,592,1346,695,1063,695,283,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1663,0,0,0,0,0,0,0,0,0,0,1195,657,1058,592,1354,592,1354,696,1058,696,296,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1664,0,0,0,0,0,0,0,0,0,0,1210,658,1058,594,1359,594,1359,697,1058,697,301,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1665,0,0,0,0,0,0,0,0,0,0,1222,663,1096,596,1367,596,1367,700,1096,700,271,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1666,0,0,0,0,0,0,0,0,0,0,1217,664,1103,600,1365,600,1365,697,1103,697,262,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1667,0,0,0,0,0,0,0,0,0,0,1163,658,1112,598,1225,598,1225,699,1112,699,113,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1668,0,0,0,0,0,0,0,0,0,0,1216,664,1110,599,1362,599,1362,695,1110,695,252,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1669,0,0,0,0,0,0,0,0,0,0,1235,674,1111,647,1365,647,1365,695,1111,695,254,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1670,0,0,0,0,0,0,0,0,0,0,1236,678,1111,654,1353,654,1353,696,1111,696,242,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1671,0,0,0,0,0,0,0,0,0,0,1272,676,1190,652,1356,652,1356,696,1190,696,166,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1674,0,0,0,0,0,0,0,0,0,0,1471,240,1395,230,1559,230,1559,252,1395,252,164,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1677,0,0,0,0,0,0,0,0,0,0,1447,172,1366,133,1534,133,1534,205,1366,205,168,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
1683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
